audio_name,applied_effects,random_effects,similarity_indv
103.mp3,"{4: {'depth': 0.37}, 5: {'wet_level': 0.6}, 1: {'delay_seconds': 3.88}, 0: {'rate_hz': 16.78}}","{4: {'depth': 0.5}, 1: {'delay_seconds': 1.54}, 2: {'drive_db': 14.56}, 0: {'rate_hz': 11.0}, 5: {'wet_level': 0.29}}",0.5628848571049635
104.mp3,"{4: {'depth': 0.24}, 3: {'gain_db': 8.96}, 0: {'rate_hz': 6.1}, 5: {'wet_level': 0.58}}","{1: {'delay_seconds': 4.59}, 5: {'wet_level': 0.38}, 3: {'gain_db': 5.74}, 2: {'drive_db': 17.24}, 0: {'rate_hz': 7.58}, 4: {'depth': 0.52}}",0.43048940763598187
105.mp3,{0: {'rate_hz': 2.47}},{4: {'depth': 0.3}},0.7897413299449144
106.mp3,"{0: {'rate_hz': 6.42}, 1: {'delay_seconds': 4.62}, 4: {'depth': 0.51}}","{4: {'depth': 0.26}, 0: {'rate_hz': 4.0}, 1: {'delay_seconds': 4.98}, 5: {'wet_level': 0.36}, 2: {'drive_db': 9.73}}",0.6371138008706881
107.mp3,"{4: {'depth': 0.4}, 1: {'delay_seconds': 1.04}, 2: {'drive_db': 15.85}, 0: {'rate_hz': 9.33}}","{1: {'delay_seconds': 4.65}, 4: {'depth': 0.24}, 2: {'drive_db': 13.53}}",0.6295333210865177
108.mp3,"{1: {'delay_seconds': 4.65}, 2: {'drive_db': 16.74}, 4: {'depth': 0.35}, 0: {'rate_hz': 14.31}}",{2: {'drive_db': 10.46}},0.4498918246111682
109.mp3,"{1: {'delay_seconds': 2.09}, 3: {'gain_db': 2.14}, 4: {'depth': 0.35}, 2: {'drive_db': 15.74}, 0: {'rate_hz': 14.87}}","{4: {'depth': 0.23}, 0: {'rate_hz': 13.29}, 3: {'gain_db': -1.25}, 1: {'delay_seconds': 1.11}}",0.6505346345248693
110.mp3,"{2: {'drive_db': 14.88}, 4: {'depth': 0.35}}","{5: {'wet_level': 0.44}, 1: {'delay_seconds': 4.78}, 4: {'depth': 0.28}, 3: {'gain_db': -8.93}}",0.41952273388057515
111.mp3,"{0: {'rate_hz': 19.35}, 5: {'wet_level': 0.21}}","{3: {'gain_db': 5.29}, 5: {'wet_level': 0.23}, 1: {'delay_seconds': 1.53}}",0.4811449124737699
112.mp3,"{4: {'depth': 0.58}, 2: {'drive_db': 13.77}}",{4: {'depth': 0.27}},0.6485798586581287
113.mp3,"{2: {'drive_db': 13.77}, 4: {'depth': 0.37}, 0: {'rate_hz': 16.54}, 1: {'delay_seconds': 2.92}, 5: {'wet_level': 0.58}}","{2: {'drive_db': 12.85}, 5: {'wet_level': 0.5}}",0.5126335130596353
114.mp3,"{3: {'gain_db': 5.33}, 5: {'wet_level': 0.36}, 1: {'delay_seconds': 3.68}, 2: {'drive_db': 1.46}, 0: {'rate_hz': 12.05}}",{4: {'depth': 0.34}},0.39741326888279516
115.mp3,"{4: {'depth': 0.49}, 5: {'wet_level': 0.52}}","{3: {'gain_db': -4.97}, 5: {'wet_level': 0.35}}",0.6324689418515712
116.mp3,"{3: {'gain_db': -6.71}, 4: {'depth': 0.59}, 5: {'wet_level': 0.28}}","{2: {'drive_db': 5.86}, 4: {'depth': 0.43}, 0: {'rate_hz': 7.99}, 1: {'delay_seconds': 2.21}, 3: {'gain_db': 9.89}}",0.5137555246434004
117.mp3,{2: {'drive_db': 19.82}},"{0: {'rate_hz': 3.75}, 3: {'gain_db': 8.17}, 1: {'delay_seconds': 3.18}, 5: {'wet_level': 0.39}, 2: {'drive_db': 18.62}}",0.4691006843728903
118.mp3,"{3: {'gain_db': -7.43}, 2: {'drive_db': 2.34}, 4: {'depth': 0.22}, 1: {'delay_seconds': 2.77}}","{2: {'drive_db': 11.21}, 5: {'wet_level': 0.3}, 1: {'delay_seconds': 3.61}, 4: {'depth': 0.48}, 3: {'gain_db': 9.46}}",0.5211342780803477
119.mp3,"{4: {'depth': 0.6}, 1: {'delay_seconds': 1.34}, 2: {'drive_db': 9.83}, 3: {'gain_db': -6.25}, 5: {'wet_level': 0.49}}","{5: {'wet_level': 0.22}, 1: {'delay_seconds': 3.21}, 0: {'rate_hz': 16.54}, 4: {'depth': 0.24}, 2: {'drive_db': 6.18}, 3: {'gain_db': -9.33}}",0.5095364012827591
120.mp3,"{2: {'drive_db': 19.32}, 3: {'gain_db': 8.5}, 4: {'depth': 0.21}}",{4: {'depth': 0.3}},0.45056377379474993
121.mp3,"{1: {'delay_seconds': 2.37}, 4: {'depth': 0.27}, 0: {'rate_hz': 3.7}, 5: {'wet_level': 0.49}}",{5: {'wet_level': 0.43}},0.7197022416548192
122.mp3,"{2: {'drive_db': 17.21}, 3: {'gain_db': -7.86}, 5: {'wet_level': 0.47}, 1: {'delay_seconds': 4.31}}","{5: {'wet_level': 0.44}, 2: {'drive_db': 5.83}, 4: {'depth': 0.33}}",0.5198517590021459
123.mp3,{4: {'depth': 0.31}},"{4: {'depth': 0.5}, 0: {'rate_hz': 3.86}, 5: {'wet_level': 0.58}}",0.5773158740023818
124.mp3,{0: {'rate_hz': 9.95}},"{2: {'drive_db': 16.28}, 1: {'delay_seconds': 1.31}, 0: {'rate_hz': 10.63}, 5: {'wet_level': 0.38}}",0.5653531872291574
125.mp3,"{5: {'wet_level': 0.51}, 2: {'drive_db': 4.42}}",{2: {'drive_db': 19.57}},0.5351870896084461
126.mp3,"{2: {'drive_db': 12.5}, 3: {'gain_db': 4.58}, 1: {'delay_seconds': 3.39}, 5: {'wet_level': 0.33}, 0: {'rate_hz': 19.83}, 4: {'depth': 0.44}}","{2: {'drive_db': 11.19}, 0: {'rate_hz': 5.6}, 1: {'delay_seconds': 2.55}, 3: {'gain_db': 9.01}}",0.5121327831301878
127.mp3,{2: {'drive_db': 1.77}},"{0: {'rate_hz': 9.39}, 2: {'drive_db': 4.12}, 5: {'wet_level': 0.26}, 3: {'gain_db': -9.95}, 4: {'depth': 0.21}}",0.6987469148767165
128.mp3,"{1: {'delay_seconds': 1.17}, 0: {'rate_hz': 11.61}}","{5: {'wet_level': 0.33}, 3: {'gain_db': -8.25}, 4: {'depth': 0.46}, 2: {'drive_db': 6.88}, 1: {'delay_seconds': 2.41}}",0.5144154248437975
129.mp3,"{3: {'gain_db': 9.13}, 4: {'depth': 0.34}}","{2: {'drive_db': 9.84}, 1: {'delay_seconds': 4.73}, 4: {'depth': 0.44}, 0: {'rate_hz': 5.38}, 5: {'wet_level': 0.22}, 3: {'gain_db': -3.82}}",0.4536760008593461
130.mp3,"{4: {'depth': 0.35}, 0: {'rate_hz': 1.56}, 2: {'drive_db': 6.13}, 5: {'wet_level': 0.24}}","{0: {'rate_hz': 2.25}, 2: {'drive_db': 7.47}, 3: {'gain_db': -3.35}, 4: {'depth': 0.5}, 5: {'wet_level': 0.22}}",0.8268687342355945
131.mp3,"{0: {'rate_hz': 12.68}, 4: {'depth': 0.31}}","{5: {'wet_level': 0.45}, 3: {'gain_db': 0.0}, 4: {'depth': 0.24}, 1: {'delay_seconds': 1.26}, 0: {'rate_hz': 7.97}, 2: {'drive_db': 2.97}}",0.5985178270642827
132.mp3,"{2: {'drive_db': 16.94}, 4: {'depth': 0.35}}","{2: {'drive_db': 7.0}, 3: {'gain_db': -3.35}, 5: {'wet_level': 0.37}, 0: {'rate_hz': 7.46}}",0.5495835620310991
133.mp3,{5: {'wet_level': 0.49}},"{3: {'gain_db': -4.71}, 4: {'depth': 0.53}, 1: {'delay_seconds': 4.17}, 2: {'drive_db': 7.06}, 5: {'wet_level': 0.37}, 0: {'rate_hz': 18.06}}",0.35117901444520433
134.mp3,"{1: {'delay_seconds': 3.06}, 3: {'gain_db': 4.15}, 4: {'depth': 0.57}}",{0: {'rate_hz': 18.28}},0.3400762354635195
135.mp3,"{5: {'wet_level': 0.22}, 3: {'gain_db': -6.31}, 0: {'rate_hz': 15.1}}","{5: {'wet_level': 0.57}, 4: {'depth': 0.53}, 3: {'gain_db': 0.09}, 1: {'delay_seconds': 4.57}}",0.33813690293289556
136.mp3,"{4: {'depth': 0.48}, 0: {'rate_hz': 7.26}, 1: {'delay_seconds': 2.14}, 3: {'gain_db': -4.24}, 5: {'wet_level': 0.46}}","{0: {'rate_hz': 6.55}, 3: {'gain_db': 1.16}, 2: {'drive_db': 10.79}, 4: {'depth': 0.45}, 1: {'delay_seconds': 2.73}, 5: {'wet_level': 0.47}}",0.7477031253404771
137.mp3,"{1: {'delay_seconds': 4.71}, 4: {'depth': 0.36}, 3: {'gain_db': -1.39}, 2: {'drive_db': 8.54}}","{4: {'depth': 0.57}, 3: {'gain_db': 8.48}, 0: {'rate_hz': 2.49}, 5: {'wet_level': 0.2}, 1: {'delay_seconds': 4.21}}",0.6621187064685017
138.mp3,{3: {'gain_db': 5.09}},"{3: {'gain_db': 3.2}, 0: {'rate_hz': 8.37}}",0.824846495895743
139.mp3,{4: {'depth': 0.38}},"{4: {'depth': 0.21}, 0: {'rate_hz': 1.18}, 3: {'gain_db': -5.66}, 1: {'delay_seconds': 4.57}}",0.5987013211713379
140.mp3,"{5: {'wet_level': 0.45}, 3: {'gain_db': -4.06}, 4: {'depth': 0.25}, 2: {'drive_db': 4.56}, 0: {'rate_hz': 18.91}}","{0: {'rate_hz': 12.89}, 4: {'depth': 0.52}, 2: {'drive_db': 10.7}}",0.584055492483272
141.mp3,"{3: {'gain_db': 5.21}, 5: {'wet_level': 0.3}, 2: {'drive_db': 4.91}, 4: {'depth': 0.44}, 1: {'delay_seconds': 4.04}}","{2: {'drive_db': 5.62}, 5: {'wet_level': 0.33}, 1: {'delay_seconds': 3.03}, 3: {'gain_db': 2.56}, 4: {'depth': 0.5}, 0: {'rate_hz': 5.68}}",0.84042948267302
142.mp3,"{3: {'gain_db': -4.81}, 2: {'drive_db': 1.29}, 5: {'wet_level': 0.44}}","{5: {'wet_level': 0.57}, 2: {'drive_db': 5.92}, 0: {'rate_hz': 4.69}}",0.8072708314566593
143.mp3,"{3: {'gain_db': -4.7}, 4: {'depth': 0.26}, 2: {'drive_db': 17.52}, 5: {'wet_level': 0.53}, 1: {'delay_seconds': 4.7}}","{0: {'rate_hz': 12.32}, 2: {'drive_db': 16.47}, 3: {'gain_db': -7.99}, 5: {'wet_level': 0.49}, 1: {'delay_seconds': 2.69}}",0.6433725748482453
144.mp3,"{1: {'delay_seconds': 3.92}, 3: {'gain_db': -7.22}, 5: {'wet_level': 0.28}, 0: {'rate_hz': 13.06}, 2: {'drive_db': 15.16}}","{2: {'drive_db': 15.3}, 4: {'depth': 0.47}, 1: {'delay_seconds': 3.06}, 0: {'rate_hz': 14.38}, 3: {'gain_db': 3.12}, 5: {'wet_level': 0.46}}",0.5907549407524649
145.mp3,"{5: {'wet_level': 0.49}, 3: {'gain_db': 4.34}, 2: {'drive_db': 19.85}, 0: {'rate_hz': 6.41}}","{2: {'drive_db': 4.46}, 0: {'rate_hz': 9.22}, 5: {'wet_level': 0.36}}",0.5578642847035079
146.mp3,"{5: {'wet_level': 0.38}, 0: {'rate_hz': 6.69}}","{1: {'delay_seconds': 2.36}, 2: {'drive_db': 10.36}}",0.59091374969918
147.mp3,"{3: {'gain_db': -0.38}, 2: {'drive_db': 18.0}, 4: {'depth': 0.33}}","{3: {'gain_db': 5.59}, 1: {'delay_seconds': 2.08}, 2: {'drive_db': 4.63}, 0: {'rate_hz': 1.86}, 5: {'wet_level': 0.49}, 4: {'depth': 0.42}}",0.5157232291955964
148.mp3,"{1: {'delay_seconds': 2.72}, 2: {'drive_db': 17.3}, 5: {'wet_level': 0.35}}","{2: {'drive_db': 8.6}, 5: {'wet_level': 0.58}, 1: {'delay_seconds': 3.38}, 3: {'gain_db': 8.79}}",0.5460811940364142
149.mp3,"{1: {'delay_seconds': 3.86}, 5: {'wet_level': 0.52}}","{4: {'depth': 0.35}, 1: {'delay_seconds': 4.72}, 3: {'gain_db': 0.61}, 0: {'rate_hz': 7.69}}",0.49169507365347304
150.mp3,{3: {'gain_db': -8.81}},"{4: {'depth': 0.33}, 5: {'wet_level': 0.25}, 2: {'drive_db': 11.51}, 3: {'gain_db': 1.67}}",0.575365380373685
151.mp3,{4: {'depth': 0.43}},"{3: {'gain_db': -1.47}, 5: {'wet_level': 0.44}, 1: {'delay_seconds': 3.53}, 2: {'drive_db': 10.95}, 0: {'rate_hz': 5.04}}",0.40909851513571666
152.mp3,"{3: {'gain_db': 9.47}, 5: {'wet_level': 0.3}}",{5: {'wet_level': 0.51}},0.5776647757211498
153.mp3,"{5: {'wet_level': 0.36}, 0: {'rate_hz': 18.67}}","{4: {'depth': 0.36}, 2: {'drive_db': 5.82}, 5: {'wet_level': 0.38}, 1: {'delay_seconds': 2.14}, 0: {'rate_hz': 11.01}}",0.6404481699135457
154.mp3,"{1: {'delay_seconds': 1.5}, 3: {'gain_db': 0.23}, 2: {'drive_db': 5.08}, 5: {'wet_level': 0.31}}","{0: {'rate_hz': 18.74}, 4: {'depth': 0.49}, 1: {'delay_seconds': 2.19}}",0.4004098429081065
155.mp3,{0: {'rate_hz': 18.72}},"{0: {'rate_hz': 2.31}, 3: {'gain_db': 4.58}, 5: {'wet_level': 0.5}}",0.43740101693947153
156.mp3,"{0: {'rate_hz': 16.28}, 4: {'depth': 0.51}}","{0: {'rate_hz': 6.59}, 3: {'gain_db': -1.69}, 5: {'wet_level': 0.57}}",0.41799477379207894
157.mp3,"{2: {'drive_db': 5.71}, 1: {'delay_seconds': 1.79}, 4: {'depth': 0.39}, 0: {'rate_hz': 18.22}, 5: {'wet_level': 0.48}, 3: {'gain_db': -4.39}}","{2: {'drive_db': 14.38}, 0: {'rate_hz': 12.68}, 4: {'depth': 0.36}}",0.5691103196099184
158.mp3,"{3: {'gain_db': 2.37}, 2: {'drive_db': 14.93}, 0: {'rate_hz': 15.0}, 5: {'wet_level': 0.53}, 1: {'delay_seconds': 1.31}}","{4: {'depth': 0.31}, 0: {'rate_hz': 19.82}}",0.4064581280956635
159.mp3,"{0: {'rate_hz': 4.52}, 1: {'delay_seconds': 2.64}, 4: {'depth': 0.46}, 3: {'gain_db': -5.46}, 5: {'wet_level': 0.39}, 2: {'drive_db': 11.94}}","{3: {'gain_db': 4.33}, 5: {'wet_level': 0.39}, 0: {'rate_hz': 19.08}, 1: {'delay_seconds': 1.83}, 2: {'drive_db': 5.08}}",0.4997892064709489
160.mp3,{4: {'depth': 0.59}},"{3: {'gain_db': -9.73}, 1: {'delay_seconds': 2.5}, 0: {'rate_hz': 11.39}}",0.49313760176874355
161.mp3,"{0: {'rate_hz': 12.46}, 4: {'depth': 0.33}, 5: {'wet_level': 0.34}}",{3: {'gain_db': -2.01}},0.558159085735014
162.mp3,"{5: {'wet_level': 0.38}, 0: {'rate_hz': 11.17}, 1: {'delay_seconds': 4.6}, 4: {'depth': 0.49}}","{1: {'delay_seconds': 3.32}, 2: {'drive_db': 16.93}, 4: {'depth': 0.47}, 0: {'rate_hz': 5.52}, 5: {'wet_level': 0.59}}",0.5947191074676085
163.mp3,{3: {'gain_db': -5.04}},"{2: {'drive_db': 5.63}, 0: {'rate_hz': 18.4}, 5: {'wet_level': 0.45}, 4: {'depth': 0.27}}",0.4596072030457845
164.mp3,"{2: {'drive_db': 19.47}, 5: {'wet_level': 0.45}, 1: {'delay_seconds': 3.7}, 4: {'depth': 0.25}, 0: {'rate_hz': 3.21}, 3: {'gain_db': 1.78}}","{0: {'rate_hz': 3.97}, 4: {'depth': 0.36}, 3: {'gain_db': -2.05}, 5: {'wet_level': 0.22}, 1: {'delay_seconds': 3.92}, 2: {'drive_db': 15.67}}",0.7931555312335878
165.mp3,"{0: {'rate_hz': 8.62}, 3: {'gain_db': -8.14}, 5: {'wet_level': 0.43}, 1: {'delay_seconds': 2.13}}","{3: {'gain_db': 5.57}, 1: {'delay_seconds': 3.22}}",0.5496656129217032
166.mp3,"{0: {'rate_hz': 13.84}, 2: {'drive_db': 18.89}, 4: {'depth': 0.43}, 3: {'gain_db': 3.91}, 1: {'delay_seconds': 3.92}}","{2: {'drive_db': 6.92}, 1: {'delay_seconds': 4.05}, 5: {'wet_level': 0.49}, 4: {'depth': 0.52}, 3: {'gain_db': 3.46}, 0: {'rate_hz': 6.09}}",0.5529755423461253
167.mp3,"{3: {'gain_db': 5.5}, 1: {'delay_seconds': 3.76}}","{2: {'drive_db': 18.22}, 5: {'wet_level': 0.53}}",0.31976379374786557
168.mp3,"{2: {'drive_db': 7.11}, 3: {'gain_db': -4.33}}","{1: {'delay_seconds': 2.25}, 5: {'wet_level': 0.3}, 3: {'gain_db': 7.38}, 4: {'depth': 0.5}, 2: {'drive_db': 2.58}, 0: {'rate_hz': 9.28}}",0.45895888257846723
169.mp3,"{5: {'wet_level': 0.57}, 0: {'rate_hz': 3.87}}","{0: {'rate_hz': 7.9}, 2: {'drive_db': 12.31}, 3: {'gain_db': -6.07}, 4: {'depth': 0.29}}",0.4845445604272031
170.mp3,"{3: {'gain_db': -9.92}, 2: {'drive_db': 16.34}, 1: {'delay_seconds': 3.04}, 4: {'depth': 0.27}, 0: {'rate_hz': 10.7}}","{1: {'delay_seconds': 1.23}, 5: {'wet_level': 0.29}, 4: {'depth': 0.59}}",0.4831458046419094
171.mp3,"{0: {'rate_hz': 12.71}, 4: {'depth': 0.24}, 5: {'wet_level': 0.53}, 1: {'delay_seconds': 2.0}}","{1: {'delay_seconds': 3.96}, 2: {'drive_db': 6.21}, 0: {'rate_hz': 4.74}, 4: {'depth': 0.37}, 5: {'wet_level': 0.34}}",0.6955609742980208
172.mp3,"{3: {'gain_db': -5.13}, 2: {'drive_db': 18.71}, 1: {'delay_seconds': 2.62}}","{1: {'delay_seconds': 3.17}, 5: {'wet_level': 0.2}, 3: {'gain_db': -0.27}, 4: {'depth': 0.43}}",0.4882983499110993
173.mp3,"{2: {'drive_db': 5.73}, 5: {'wet_level': 0.5}, 0: {'rate_hz': 4.36}, 4: {'depth': 0.32}, 3: {'gain_db': 0.75}}","{5: {'wet_level': 0.27}, 3: {'gain_db': -7.95}, 2: {'drive_db': 4.79}, 1: {'delay_seconds': 4.53}, 4: {'depth': 0.3}}",0.5513261103437606
174.mp3,"{1: {'delay_seconds': 1.83}, 0: {'rate_hz': 4.79}, 2: {'drive_db': 9.49}}","{3: {'gain_db': 4.34}, 2: {'drive_db': 3.07}, 5: {'wet_level': 0.26}, 0: {'rate_hz': 13.26}, 1: {'delay_seconds': 3.33}, 4: {'depth': 0.47}}",0.46961159846629236
175.mp3,{3: {'gain_db': 3.47}},{2: {'drive_db': 2.1}},0.7217233840223005
176.mp3,{4: {'depth': 0.33}},"{5: {'wet_level': 0.5}, 0: {'rate_hz': 5.08}, 1: {'delay_seconds': 4.83}, 2: {'drive_db': 18.01}, 3: {'gain_db': 9.02}}",0.2136669816542479
177.mp3,"{3: {'gain_db': -8.28}, 0: {'rate_hz': 15.78}, 2: {'drive_db': 5.27}, 1: {'delay_seconds': 3.76}}","{2: {'drive_db': 18.97}, 4: {'depth': 0.33}, 5: {'wet_level': 0.37}}",0.3745103547649279
178.mp3,{4: {'depth': 0.57}},"{5: {'wet_level': 0.47}, 1: {'delay_seconds': 3.48}, 2: {'drive_db': 2.43}, 3: {'gain_db': -8.97}}",0.42006586421227804
179.mp3,"{0: {'rate_hz': 17.02}, 5: {'wet_level': 0.38}}","{0: {'rate_hz': 14.61}, 2: {'drive_db': 1.04}, 4: {'depth': 0.45}}",0.5956825997002042
180.mp3,"{2: {'drive_db': 9.38}, 5: {'wet_level': 0.57}, 0: {'rate_hz': 10.37}, 3: {'gain_db': -2.05}, 4: {'depth': 0.23}}","{4: {'depth': 0.27}, 2: {'drive_db': 13.57}, 5: {'wet_level': 0.45}, 3: {'gain_db': 8.68}}",0.67212573689384
181.mp3,"{1: {'delay_seconds': 1.64}, 5: {'wet_level': 0.25}}","{5: {'wet_level': 0.36}, 3: {'gain_db': 5.4}, 0: {'rate_hz': 1.12}, 4: {'depth': 0.6}, 1: {'delay_seconds': 3.01}, 2: {'drive_db': 10.46}}",0.4257973483297162
182.mp3,"{4: {'depth': 0.52}, 2: {'drive_db': 1.36}, 3: {'gain_db': -1.03}, 1: {'delay_seconds': 2.58}, 0: {'rate_hz': 8.37}}","{0: {'rate_hz': 11.07}, 2: {'drive_db': 1.46}, 4: {'depth': 0.22}, 5: {'wet_level': 0.59}}",0.4673020407954046
183.mp3,"{3: {'gain_db': -0.28}, 0: {'rate_hz': 12.56}, 2: {'drive_db': 8.62}}","{4: {'depth': 0.49}, 5: {'wet_level': 0.3}, 0: {'rate_hz': 2.24}}",0.4827706111010891
184.mp3,{5: {'wet_level': 0.39}},"{4: {'depth': 0.6}, 3: {'gain_db': -1.53}, 0: {'rate_hz': 15.87}, 5: {'wet_level': 0.47}, 2: {'drive_db': 11.99}, 1: {'delay_seconds': 4.69}}",0.28515543323766546
185.mp3,"{0: {'rate_hz': 4.65}, 1: {'delay_seconds': 4.8}, 5: {'wet_level': 0.26}, 4: {'depth': 0.6}, 2: {'drive_db': 11.93}, 3: {'gain_db': -4.48}}","{5: {'wet_level': 0.33}, 3: {'gain_db': 5.57}, 1: {'delay_seconds': 1.14}, 2: {'drive_db': 2.61}, 0: {'rate_hz': 5.14}, 4: {'depth': 0.56}}",0.5868531222523973
186.mp3,{5: {'wet_level': 0.27}},"{1: {'delay_seconds': 4.35}, 0: {'rate_hz': 13.78}, 2: {'drive_db': 2.49}}",0.5084681682061002
187.mp3,"{1: {'delay_seconds': 2.51}, 0: {'rate_hz': 6.65}}","{1: {'delay_seconds': 1.33}, 2: {'drive_db': 2.03}, 4: {'depth': 0.43}, 0: {'rate_hz': 17.73}}",0.6156118799288252
188.mp3,"{0: {'rate_hz': 10.81}, 2: {'drive_db': 7.46}}","{4: {'depth': 0.25}, 1: {'delay_seconds': 4.43}, 2: {'drive_db': 6.35}}",0.5428662465770894
189.mp3,"{4: {'depth': 0.34}, 0: {'rate_hz': 18.29}, 1: {'delay_seconds': 2.41}, 3: {'gain_db': -6.19}, 2: {'drive_db': 5.19}}","{5: {'wet_level': 0.52}, 2: {'drive_db': 16.29}, 4: {'depth': 0.56}, 1: {'delay_seconds': 2.64}, 0: {'rate_hz': 7.58}}",0.4968851927648528
190.mp3,{4: {'depth': 0.22}},"{3: {'gain_db': -4.14}, 2: {'drive_db': 3.24}, 1: {'delay_seconds': 3.14}, 5: {'wet_level': 0.41}}",0.570297411207688
191.mp3,{2: {'drive_db': 14.5}},"{3: {'gain_db': 0.23}, 4: {'depth': 0.48}, 1: {'delay_seconds': 4.96}, 0: {'rate_hz': 5.24}}",0.3570944535418389
192.mp3,"{0: {'rate_hz': 8.91}, 5: {'wet_level': 0.58}, 3: {'gain_db': 4.37}, 2: {'drive_db': 14.56}, 1: {'delay_seconds': 3.93}, 4: {'depth': 0.46}}","{0: {'rate_hz': 17.53}, 2: {'drive_db': 3.01}, 5: {'wet_level': 0.52}, 4: {'depth': 0.38}, 3: {'gain_db': 7.63}, 1: {'delay_seconds': 1.88}}",0.6484050560237965
193.mp3,{5: {'wet_level': 0.52}},"{5: {'wet_level': 0.21}, 1: {'delay_seconds': 2.37}, 3: {'gain_db': -4.03}}",0.6888937227558068
194.mp3,"{3: {'gain_db': 3.62}, 5: {'wet_level': 0.2}, 1: {'delay_seconds': 2.34}, 2: {'drive_db': 9.12}}","{4: {'depth': 0.55}, 1: {'delay_seconds': 2.35}, 3: {'gain_db': -0.49}, 5: {'wet_level': 0.47}}",0.5357895542289435
195.mp3,"{2: {'drive_db': 1.49}, 0: {'rate_hz': 10.34}, 3: {'gain_db': -2.12}}","{5: {'wet_level': 0.25}, 3: {'gain_db': -4.5}, 2: {'drive_db': 8.84}}",0.6863873511503107
196.mp3,"{0: {'rate_hz': 12.32}, 2: {'drive_db': 9.52}, 3: {'gain_db': 3.07}, 5: {'wet_level': 0.21}, 1: {'delay_seconds': 1.5}}","{4: {'depth': 0.22}, 2: {'drive_db': 19.62}, 3: {'gain_db': -9.63}, 5: {'wet_level': 0.28}, 1: {'delay_seconds': 3.75}}",0.5189834452683296
197.mp3,{4: {'depth': 0.42}},{5: {'wet_level': 0.31}},0.6448135596515439
198.mp3,"{0: {'rate_hz': 13.01}, 3: {'gain_db': 8.49}, 1: {'delay_seconds': 3.65}, 4: {'depth': 0.49}, 2: {'drive_db': 19.5}, 5: {'wet_level': 0.43}}","{4: {'depth': 0.25}, 3: {'gain_db': 4.04}, 1: {'delay_seconds': 1.81}, 5: {'wet_level': 0.53}}",0.460481190044039
199.mp3,"{0: {'rate_hz': 17.82}, 1: {'delay_seconds': 3.27}, 3: {'gain_db': -3.31}, 4: {'depth': 0.39}}","{4: {'depth': 0.31}, 2: {'drive_db': 18.35}, 3: {'gain_db': -5.71}, 0: {'rate_hz': 17.44}, 5: {'wet_level': 0.2}}",0.5146870187035846
200.mp3,"{4: {'depth': 0.26}, 2: {'drive_db': 1.88}, 0: {'rate_hz': 5.5}, 5: {'wet_level': 0.33}, 3: {'gain_db': -5.13}, 1: {'delay_seconds': 4.52}}","{2: {'drive_db': 2.76}, 4: {'depth': 0.22}, 0: {'rate_hz': 12.29}}",0.5344091666773559
201.mp3,"{5: {'wet_level': 0.36}, 4: {'depth': 0.42}}","{4: {'depth': 0.41}, 2: {'drive_db': 2.58}, 0: {'rate_hz': 4.22}, 3: {'gain_db': -2.15}, 5: {'wet_level': 0.37}, 1: {'delay_seconds': 2.49}}",0.7219778769127788
202.mp3,{3: {'gain_db': 2.72}},"{5: {'wet_level': 0.38}, 0: {'rate_hz': 16.16}}",0.5069700632633769
203.mp3,"{0: {'rate_hz': 5.22}, 1: {'delay_seconds': 3.84}, 2: {'drive_db': 19.37}, 3: {'gain_db': 9.49}, 4: {'depth': 0.46}}","{0: {'rate_hz': 5.02}, 5: {'wet_level': 0.51}, 1: {'delay_seconds': 4.9}, 4: {'depth': 0.43}, 2: {'drive_db': 6.53}, 3: {'gain_db': -3.65}}",0.481370877537072
204.mp3,"{2: {'drive_db': 7.84}, 0: {'rate_hz': 3.12}, 4: {'depth': 0.22}}","{2: {'drive_db': 6.5}, 4: {'depth': 0.47}, 5: {'wet_level': 0.6}, 0: {'rate_hz': 15.27}, 1: {'delay_seconds': 3.69}}",0.4095481446226809
205.mp3,{1: {'delay_seconds': 3.87}},"{5: {'wet_level': 0.43}, 1: {'delay_seconds': 3.17}, 0: {'rate_hz': 7.63}, 3: {'gain_db': -8.69}}",0.6625972705328959
206.mp3,"{1: {'delay_seconds': 2.08}, 4: {'depth': 0.26}, 0: {'rate_hz': 16.78}, 3: {'gain_db': 4.54}, 5: {'wet_level': 0.33}, 2: {'drive_db': 17.32}}","{1: {'delay_seconds': 4.27}, 4: {'depth': 0.52}, 0: {'rate_hz': 4.36}, 5: {'wet_level': 0.39}, 2: {'drive_db': 8.64}, 3: {'gain_db': 1.35}}",0.5939911684503695
207.mp3,"{4: {'depth': 0.33}, 0: {'rate_hz': 10.54}, 1: {'delay_seconds': 4.71}, 2: {'drive_db': 19.6}}","{4: {'depth': 0.43}, 0: {'rate_hz': 12.27}}",0.4397881311834218
208.mp3,"{0: {'rate_hz': 6.87}, 4: {'depth': 0.22}, 2: {'drive_db': 18.73}}","{1: {'delay_seconds': 4.88}, 4: {'depth': 0.39}}",0.4186397734941243
209.mp3,{0: {'rate_hz': 4.52}},"{4: {'depth': 0.46}, 5: {'wet_level': 0.33}, 3: {'gain_db': -1.68}, 2: {'drive_db': 16.09}}",0.4581466945476574
210.mp3,"{5: {'wet_level': 0.4}, 1: {'delay_seconds': 1.5}}",{4: {'depth': 0.47}},0.5625727573726201
