applied_effects,random_effects,similarity_indv
"{5: {'wet_level': 0.89}, 1: {'delay_seconds': 9.85}, 0: {'rate_hz': 56.67}, 4: {'depth': 0.08}, 3: {'gain_db': 28.51}}","{2: {'drive_db': 15.0}, 1: {'delay_seconds': 4.99}, 0: {'rate_hz': 21.27}, 3: {'gain_db': 18.05}, 5: {'wet_level': 0.76}}",0.5205261992891459
"{3: {'gain_db': 13.8}, 1: {'delay_seconds': 3.51}, 5: {'wet_level': 0.56}, 4: {'depth': 0.86}}","{1: {'delay_seconds': 7.46}, 4: {'depth': 0.75}}",0.31586609094492424
"{1: {'delay_seconds': 4.53}, 2: {'drive_db': 9.06}, 5: {'wet_level': 0.12}, 3: {'gain_db': 1.47}}",{4: {'depth': 0.2}},0.0
{3: {'gain_db': -16.92}},{1: {'delay_seconds': 1.74}},0.0
"{5: {'wet_level': 0.71}, 2: {'drive_db': 0.21}, 1: {'delay_seconds': 4.18}}","{2: {'drive_db': 15.06}, 1: {'delay_seconds': 4.54}, 4: {'depth': 0.47}, 0: {'rate_hz': 23.9}, 5: {'wet_level': 0.43}}",0.4491050943073731
"{4: {'depth': 0.27}, 3: {'gain_db': 42.49}, 5: {'wet_level': 0.13}}","{4: {'depth': 0.63}, 3: {'gain_db': -15.85}, 2: {'drive_db': 21.63}, 1: {'delay_seconds': 6.26}}",0.21901960522944355
"{0: {'rate_hz': 38.19}, 2: {'drive_db': 49.96}, 4: {'depth': 0.62}}","{5: {'wet_level': 0.14}, 1: {'delay_seconds': 6.19}, 4: {'depth': 0.64}, 0: {'rate_hz': 61.57}, 2: {'drive_db': 34.75}}",0.4570084870000264
"{5: {'wet_level': 0.98}, 0: {'rate_hz': 81.13}, 2: {'drive_db': 16.96}, 3: {'gain_db': 27.35}}",{1: {'delay_seconds': 1.82}},0.0
"{0: {'rate_hz': 41.51}, 3: {'gain_db': 22.76}, 2: {'drive_db': 15.18}, 1: {'delay_seconds': 2.96}, 4: {'depth': 0.99}}","{2: {'drive_db': 23.43}, 4: {'depth': 0.89}, 0: {'rate_hz': 53.45}}",0.4915839284704334
"{2: {'drive_db': 16.15}, 4: {'depth': 0.46}, 0: {'rate_hz': 41.55}, 1: {'delay_seconds': 2.74}, 3: {'gain_db': -39.34}, 5: {'wet_level': 0.81}}","{2: {'drive_db': 40.75}, 0: {'rate_hz': 19.73}, 4: {'depth': 0.16}, 1: {'delay_seconds': 9.97}, 3: {'gain_db': -27.28}}",0.3689234382805828
"{0: {'rate_hz': 95.42}, 1: {'delay_seconds': 8.35}}","{5: {'wet_level': 0.89}, 1: {'delay_seconds': 0.72}, 3: {'gain_db': 44.25}, 0: {'rate_hz': 33.44}}",0.10916954604728918
"{3: {'gain_db': -8.2}, 5: {'wet_level': 0.42}, 2: {'drive_db': 36.77}}","{0: {'rate_hz': 90.95}, 5: {'wet_level': 0.01}, 3: {'gain_db': 36.47}, 1: {'delay_seconds': 2.33}}",0.1313944187699965
"{1: {'delay_seconds': 9.68}, 5: {'wet_level': 0.77}, 3: {'gain_db': -4.79}}","{2: {'drive_db': 41.34}, 3: {'gain_db': -23.72}}",0.2181663320557279
"{4: {'depth': 0.75}, 3: {'gain_db': -2.26}, 2: {'drive_db': 39.11}, 5: {'wet_level': 0.73}}","{2: {'drive_db': 11.12}, 3: {'gain_db': -3.57}}",0.31481482161014057
"{1: {'delay_seconds': 5.65}, 4: {'depth': 0.75}, 2: {'drive_db': 11.81}}","{2: {'drive_db': 31.15}, 4: {'depth': 0.2}, 3: {'gain_db': 13.31}, 1: {'delay_seconds': 2.83}, 5: {'wet_level': 0.14}}",0.25222726609152657
"{3: {'gain_db': -30.19}, 1: {'delay_seconds': 9.31}, 0: {'rate_hz': 86.73}, 2: {'drive_db': 5.58}}","{0: {'rate_hz': 27.75}, 5: {'wet_level': 0.22}, 2: {'drive_db': 30.22}, 1: {'delay_seconds': 2.55}, 3: {'gain_db': 14.31}, 4: {'depth': 0.31}}",0.24737006682617452
"{4: {'depth': 0.2}, 1: {'delay_seconds': 4.52}, 3: {'gain_db': 23.23}, 2: {'drive_db': 13.92}}","{4: {'depth': 0.18}, 1: {'delay_seconds': 7.73}}",0.3473083941605839
{0: {'rate_hz': 94.26}},"{2: {'drive_db': 46.45}, 1: {'delay_seconds': 7.38}, 4: {'depth': 0.1}, 0: {'rate_hz': 56.76}, 5: {'wet_level': 0.77}}",0.12043284532145129
"{2: {'drive_db': 22.18}, 1: {'delay_seconds': 9.01}, 5: {'wet_level': 0.0}, 0: {'rate_hz': 98.65}, 4: {'depth': 0.4}}",{4: {'depth': 0.38}},0.19333333333333336
{4: {'depth': 0.59}},"{3: {'gain_db': -31.52}, 0: {'rate_hz': 92.3}, 4: {'depth': 0.34}}",0.192090395480226
"{4: {'depth': 0.31}, 3: {'gain_db': 27.82}, 0: {'rate_hz': 99.22}, 5: {'wet_level': 0.39}}","{0: {'rate_hz': 3.45}, 1: {'delay_seconds': 7.3}, 3: {'gain_db': -26.26}}",0.08495854532482638
"{3: {'gain_db': 39.38}, 0: {'rate_hz': 29.41}, 2: {'drive_db': 35.39}}","{4: {'depth': 0.91}, 3: {'gain_db': 13.26}, 0: {'rate_hz': 53.88}}",0.45370497783004315
{2: {'drive_db': 44.17}},"{1: {'delay_seconds': 6.62}, 2: {'drive_db': 38.08}, 5: {'wet_level': 0.58}}",0.28737453777073424
"{4: {'depth': 0.08}, 0: {'rate_hz': 94.86}, 2: {'drive_db': 38.46}, 5: {'wet_level': 0.93}}","{4: {'depth': 0.75}, 5: {'wet_level': 0.69}, 0: {'rate_hz': 74.4}}",0.44949708494898655
"{4: {'depth': 0.1}, 5: {'wet_level': 0.77}, 3: {'gain_db': 2.39}}",{1: {'delay_seconds': 4.71}},0.0
"{5: {'wet_level': 0.06}, 2: {'drive_db': 0.45}, 4: {'depth': 0.74}, 0: {'rate_hz': 77.03}}","{5: {'wet_level': 0.31}, 4: {'depth': 0.13}, 1: {'delay_seconds': 7.32}, 2: {'drive_db': 28.77}, 3: {'gain_db': 23.17}, 0: {'rate_hz': 35.69}}",0.30025005178396424
"{2: {'drive_db': 16.1}, 0: {'rate_hz': 89.93}, 1: {'delay_seconds': 4.17}, 3: {'gain_db': -45.91}}","{3: {'gain_db': -46.38}, 4: {'depth': 0.11}, 2: {'drive_db': 7.35}, 5: {'wet_level': 0.39}}",0.434246869530155
"{3: {'gain_db': 49.0}, 1: {'delay_seconds': 0.92}, 5: {'wet_level': 0.78}, 0: {'rate_hz': 99.59}}","{4: {'depth': 0.46}, 0: {'rate_hz': 74.01}, 3: {'gain_db': -31.87}}",0.23156955385768518
"{0: {'rate_hz': 76.02}, 5: {'wet_level': 0.53}}","{0: {'rate_hz': 26.03}, 5: {'wet_level': 0.05}, 1: {'delay_seconds': 2.94}, 2: {'drive_db': 37.09}}",0.10918737869378961
{1: {'delay_seconds': 5.96}},"{3: {'gain_db': -30.69}, 5: {'wet_level': 0.96}, 0: {'rate_hz': 8.29}, 1: {'delay_seconds': 7.5}}",0.18540268456375839
"{2: {'drive_db': 39.21}, 3: {'gain_db': 29.03}, 0: {'rate_hz': 20.35}}","{4: {'depth': 0.27}, 5: {'wet_level': 0.25}, 2: {'drive_db': 4.53}, 3: {'gain_db': -13.61}, 0: {'rate_hz': 97.52}, 1: {'delay_seconds': 9.29}}",0.10118767116239427
"{4: {'depth': 0.2}, 3: {'gain_db': 28.98}, 2: {'drive_db': 19.62}, 0: {'rate_hz': 74.0}, 1: {'delay_seconds': 7.54}, 5: {'wet_level': 0.11}}","{2: {'drive_db': 28.18}, 5: {'wet_level': 0.25}, 0: {'rate_hz': 76.58}, 3: {'gain_db': 35.37}, 1: {'delay_seconds': 0.68}}",0.5892244272480128
"{4: {'depth': 0.63}, 3: {'gain_db': -32.67}, 2: {'drive_db': 13.14}, 5: {'wet_level': 0.6}}","{0: {'rate_hz': 71.57}, 1: {'delay_seconds': 8.11}, 5: {'wet_level': 0.3}, 2: {'drive_db': 11.98}, 4: {'depth': 0.72}, 3: {'gain_db': 31.43}}",0.4250500779476472
"{4: {'depth': 0.1}, 5: {'wet_level': 0.15}, 2: {'drive_db': 22.68}}","{2: {'drive_db': 30.58}, 4: {'depth': 0.43}, 3: {'gain_db': -19.02}, 0: {'rate_hz': 72.34}}",0.336041971693509
"{5: {'wet_level': 0.3}, 3: {'gain_db': 16.93}}","{0: {'rate_hz': 67.91}, 2: {'drive_db': 31.77}}",0.0
"{3: {'gain_db': -12.01}, 5: {'wet_level': 0.53}}",{1: {'delay_seconds': 1.31}},0.0
"{0: {'rate_hz': 77.19}, 2: {'drive_db': 24.56}, 4: {'depth': 0.53}, 5: {'wet_level': 0.71}, 3: {'gain_db': 21.04}}","{4: {'depth': 0.51}, 1: {'delay_seconds': 8.78}, 5: {'wet_level': 0.94}, 3: {'gain_db': 44.47}, 2: {'drive_db': 25.75}}",0.6523459140445256
"{4: {'depth': 0.72}, 0: {'rate_hz': 11.09}, 3: {'gain_db': 27.23}}","{5: {'wet_level': 0.24}, 3: {'gain_db': -3.18}, 2: {'drive_db': 34.96}, 4: {'depth': 0.5}, 1: {'delay_seconds': 8.02}}",0.2601371084926698
"{5: {'wet_level': 0.35}, 4: {'depth': 0.44}, 0: {'rate_hz': 83.83}}",{4: {'depth': 0.31}},0.25595238095238093
{1: {'delay_seconds': 4.36}},"{2: {'drive_db': 45.34}, 3: {'gain_db': 8.02}, 4: {'depth': 0.51}}",0.0
{0: {'rate_hz': 61.65}},"{1: {'delay_seconds': 1.66}, 0: {'rate_hz': 16.22}, 4: {'depth': 0.29}, 5: {'wet_level': 0.53}, 3: {'gain_db': 44.52}}",0.05261962692619626
"{1: {'delay_seconds': 5.87}, 4: {'depth': 0.97}, 5: {'wet_level': 0.26}, 0: {'rate_hz': 70.33}, 2: {'drive_db': 12.7}, 3: {'gain_db': -39.78}}",{4: {'depth': 0.47}},0.08075601374570446
"{2: {'drive_db': 2.76}, 1: {'delay_seconds': 1.23}, 4: {'depth': 0.01}, 3: {'gain_db': -5.06}}","{5: {'wet_level': 0.9}, 3: {'gain_db': -21.26}, 2: {'drive_db': 41.85}}",0.2195747007421355
"{3: {'gain_db': -4.94}, 0: {'rate_hz': 9.53}, 2: {'drive_db': 27.74}, 4: {'depth': 0.93}, 1: {'delay_seconds': 8.61}, 5: {'wet_level': 0.89}}","{5: {'wet_level': 0.74}, 1: {'delay_seconds': 2.24}, 2: {'drive_db': 19.76}, 0: {'rate_hz': 68.49}, 3: {'gain_db': -0.31}, 4: {'depth': 0.42}}",0.5865972407537048
{1: {'delay_seconds': 9.16}},"{4: {'depth': 0.08}, 5: {'wet_level': 0.71}, 2: {'drive_db': 24.85}, 3: {'gain_db': 12.45}}",0.0
"{2: {'drive_db': 34.15}, 4: {'depth': 0.16}, 1: {'delay_seconds': 6.02}, 3: {'gain_db': -49.2}, 0: {'rate_hz': 84.79}}",{2: {'drive_db': 22.94}},0.1343484626647145
"{1: {'delay_seconds': 1.15}, 4: {'depth': 0.88}, 5: {'wet_level': 0.59}, 2: {'drive_db': 33.58}, 3: {'gain_db': -2.67}, 0: {'rate_hz': 33.39}}","{1: {'delay_seconds': 9.73}, 2: {'drive_db': 13.1}}",0.07010360619550916
"{4: {'depth': 0.56}, 0: {'rate_hz': 24.19}, 5: {'wet_level': 0.73}, 1: {'delay_seconds': 8.62}, 3: {'gain_db': 8.73}, 2: {'drive_db': 18.19}}","{5: {'wet_level': 0.61}, 0: {'rate_hz': 37.23}, 1: {'delay_seconds': 9.11}, 4: {'depth': 0.06}}",0.45231762969038547
"{4: {'depth': 0.32}, 1: {'delay_seconds': 6.13}, 2: {'drive_db': 11.36}}","{4: {'depth': 0.62}, 0: {'rate_hz': 22.47}, 3: {'gain_db': 42.44}, 5: {'wet_level': 0.27}}",0.13970588235294118
{5: {'wet_level': 0.93}},"{3: {'gain_db': -23.29}, 1: {'delay_seconds': 6.13}, 0: {'rate_hz': 3.17}, 2: {'drive_db': 24.41}}",0.0
"{3: {'gain_db': 0.64}, 5: {'wet_level': 0.15}}","{5: {'wet_level': 0.53}, 3: {'gain_db': -43.51}, 4: {'depth': 0.11}, 1: {'delay_seconds': 3.17}}",0.1702751835331289
"{5: {'wet_level': 0.91}, 4: {'depth': 0.34}, 1: {'delay_seconds': 3.57}, 3: {'gain_db': -12.24}, 0: {'rate_hz': 55.45}}",{2: {'drive_db': 41.44}},0.0
"{0: {'rate_hz': 43.97}, 2: {'drive_db': 22.51}, 3: {'gain_db': 35.98}, 1: {'delay_seconds': 5.86}, 5: {'wet_level': 0.36}}","{4: {'depth': 0.69}, 1: {'delay_seconds': 5.2}, 3: {'gain_db': 0.97}, 0: {'rate_hz': 37.63}, 2: {'drive_db': 2.7}, 5: {'wet_level': 0.56}}",0.5556508243056117
"{4: {'depth': 0.79}, 5: {'wet_level': 0.43}, 2: {'drive_db': 1.02}, 0: {'rate_hz': 92.74}}","{1: {'delay_seconds': 1.9}, 2: {'drive_db': 13.58}}",0.18589220089832584
"{0: {'rate_hz': 11.78}, 3: {'gain_db': 34.17}, 4: {'depth': 0.58}, 2: {'drive_db': 22.41}}",{1: {'delay_seconds': 2.5}},0.0
"{3: {'gain_db': -31.07}, 2: {'drive_db': 22.25}, 5: {'wet_level': 0.34}, 1: {'delay_seconds': 8.79}, 4: {'depth': 0.63}, 0: {'rate_hz': 23.01}}","{0: {'rate_hz': 42.14}, 1: {'delay_seconds': 3.34}}",0.18858390318360074
"{4: {'depth': 0.36}, 5: {'wet_level': 0.03}, 0: {'rate_hz': 97.47}, 2: {'drive_db': 29.07}}","{2: {'drive_db': 0.91}, 5: {'wet_level': 0.42}, 3: {'gain_db': 42.58}, 0: {'rate_hz': 81.72}, 1: {'delay_seconds': 6.79}}",0.29353074258422757
"{5: {'wet_level': 0.88}, 0: {'rate_hz': 15.13}, 2: {'drive_db': 30.23}, 1: {'delay_seconds': 0.66}, 4: {'depth': 0.57}}","{1: {'delay_seconds': 5.52}, 4: {'depth': 0.6}, 2: {'drive_db': 2.66}, 5: {'wet_level': 0.48}, 0: {'rate_hz': 35.48}, 3: {'gain_db': -10.61}}",0.47011565503546604
"{4: {'depth': 0.68}, 0: {'rate_hz': 20.33}, 1: {'delay_seconds': 4.07}, 5: {'wet_level': 0.13}}","{3: {'gain_db': -5.68}, 2: {'drive_db': 7.06}}",0.0
"{1: {'delay_seconds': 6.01}, 2: {'drive_db': 18.67}, 3: {'gain_db': -17.89}}","{3: {'gain_db': -45.97}, 2: {'drive_db': 36.49}, 5: {'wet_level': 0.97}, 1: {'delay_seconds': 3.87}, 4: {'depth': 0.25}, 0: {'rate_hz': 58.0}}",0.27692210393753874
{3: {'gain_db': 14.09}},"{0: {'rate_hz': 65.0}, 1: {'delay_seconds': 8.38}, 2: {'drive_db': 18.54}}",0.0
"{4: {'depth': 0.62}, 5: {'wet_level': 0.99}, 3: {'gain_db': -18.55}, 1: {'delay_seconds': 5.79}}","{3: {'gain_db': 5.89}, 4: {'depth': 0.41}}",0.3261905602221124
"{4: {'depth': 0.27}, 1: {'delay_seconds': 0.31}}","{0: {'rate_hz': 74.63}, 4: {'depth': 0.11}, 3: {'gain_db': -30.59}, 1: {'delay_seconds': 3.88}, 5: {'wet_level': 0.1}}",0.2824801730353281
{1: {'delay_seconds': 5.73}},"{1: {'delay_seconds': 9.32}, 4: {'depth': 0.8}, 0: {'rate_hz': 88.48}, 3: {'gain_db': -8.51}, 2: {'drive_db': 33.93}, 5: {'wet_level': 0.08}}",0.06224549156486331
"{2: {'drive_db': 15.83}, 4: {'depth': 0.94}, 5: {'wet_level': 0.36}}","{5: {'wet_level': 0.27}, 1: {'delay_seconds': 0.73}, 4: {'depth': 0.99}, 3: {'gain_db': -49.39}}",0.45154587765957444
"{2: {'drive_db': 11.61}, 5: {'wet_level': 0.67}, 1: {'delay_seconds': 4.77}, 0: {'rate_hz': 41.31}}","{5: {'wet_level': 0.23}, 4: {'depth': 0.92}, 0: {'rate_hz': 36.83}, 3: {'gain_db': -1.4}}",0.31673757638795286
"{5: {'wet_level': 0.38}, 3: {'gain_db': -1.49}, 1: {'delay_seconds': 6.8}, 4: {'depth': 0.62}}","{1: {'delay_seconds': 5.81}, 5: {'wet_level': 0.69}}",0.3386029411764706
"{2: {'drive_db': 33.54}, 3: {'gain_db': -26.8}, 1: {'delay_seconds': 6.04}, 5: {'wet_level': 0.34}, 0: {'rate_hz': 48.33}, 4: {'depth': 0.0}}","{3: {'gain_db': -49.64}, 0: {'rate_hz': 89.25}, 4: {'depth': 0.25}, 5: {'wet_level': 0.12}, 2: {'drive_db': 11.55}, 1: {'delay_seconds': 7.59}}",0.5691773912738458
"{4: {'depth': 0.58}, 3: {'gain_db': -36.04}}","{2: {'drive_db': 15.73}, 4: {'depth': 0.93}, 0: {'rate_hz': 70.74}, 3: {'gain_db': -48.71}, 1: {'delay_seconds': 5.21}}",0.24985892688244438
"{5: {'wet_level': 0.59}, 2: {'drive_db': 48.7}, 4: {'depth': 0.73}, 0: {'rate_hz': 84.63}}","{1: {'delay_seconds': 9.08}, 5: {'wet_level': 0.81}, 0: {'rate_hz': 19.74}, 2: {'drive_db': 16.58}, 4: {'depth': 0.22}}",0.3004381745617533
"{4: {'depth': 0.7}, 1: {'delay_seconds': 2.62}, 2: {'drive_db': 10.42}}","{2: {'drive_db': 40.85}, 0: {'rate_hz': 96.18}, 1: {'delay_seconds': 8.12}}",0.16197330324322282
"{5: {'wet_level': 0.6}, 1: {'delay_seconds': 5.52}, 0: {'rate_hz': 31.65}, 2: {'drive_db': 26.99}}","{1: {'delay_seconds': 4.91}, 4: {'depth': 0.61}, 2: {'drive_db': 48.94}, 3: {'gain_db': -19.29}, 5: {'wet_level': 0.14}, 0: {'rate_hz': 11.27}}",0.3352317895465793
"{3: {'gain_db': -33.11}, 1: {'delay_seconds': 3.48}, 0: {'rate_hz': 70.5}, 2: {'drive_db': 40.1}}","{4: {'depth': 0.63}, 3: {'gain_db': -26.26}, 2: {'drive_db': 45.23}}",0.4474122343641558
"{2: {'drive_db': 30.73}, 0: {'rate_hz': 20.57}, 4: {'depth': 0.47}, 5: {'wet_level': 0.13}, 1: {'delay_seconds': 5.73}, 3: {'gain_db': 47.45}}","{4: {'depth': 0.73}, 0: {'rate_hz': 10.69}, 3: {'gain_db': -16.54}, 2: {'drive_db': 7.39}}",0.32814748187227705
"{2: {'drive_db': 38.97}, 5: {'wet_level': 0.43}, 1: {'delay_seconds': 9.86}}","{1: {'delay_seconds': 3.53}, 5: {'wet_level': 0.04}}",0.224600548023202
{0: {'rate_hz': 36.15}},"{0: {'rate_hz': 76.35}, 3: {'gain_db': -8.01}, 2: {'drive_db': 27.3}}",0.123466457843905
"{5: {'wet_level': 0.32}, 1: {'delay_seconds': 9.85}, 0: {'rate_hz': 27.54}, 2: {'drive_db': 25.24}, 4: {'depth': 0.22}, 3: {'gain_db': 46.42}}",{5: {'wet_level': 0.12}},0.1176470588235294
{0: {'rate_hz': 50.69}},"{0: {'rate_hz': 56.65}, 2: {'drive_db': 24.44}, 4: {'depth': 0.33}}",0.2941408561846518
"{2: {'drive_db': 41.41}, 5: {'wet_level': 0.96}}",{4: {'depth': 0.28}},0.0
"{0: {'rate_hz': 35.22}, 5: {'wet_level': 0.95}}",{3: {'gain_db': -17.62}},0.0
{1: {'delay_seconds': 4.25}},"{2: {'drive_db': 21.89}, 4: {'depth': 0.02}, 5: {'wet_level': 0.28}, 3: {'gain_db': -25.86}}",0.0
"{4: {'depth': 0.09}, 3: {'gain_db': 47.31}, 1: {'delay_seconds': 3.37}}",{1: {'delay_seconds': 4.74}},0.26445449974861734
"{1: {'delay_seconds': 2.75}, 4: {'depth': 0.92}, 5: {'wet_level': 0.49}, 2: {'drive_db': 8.18}, 0: {'rate_hz': 70.17}, 3: {'gain_db': -28.93}}","{2: {'drive_db': 15.43}, 5: {'wet_level': 0.5}, 3: {'gain_db': 48.36}, 4: {'depth': 0.36}, 0: {'rate_hz': 81.63}, 1: {'delay_seconds': 1.85}}",0.6552761322117192
"{1: {'delay_seconds': 6.52}, 5: {'wet_level': 0.56}, 3: {'gain_db': 33.83}, 0: {'rate_hz': 90.43}, 2: {'drive_db': 16.87}, 4: {'depth': 0.47}}","{2: {'drive_db': 14.07}, 0: {'rate_hz': 22.24}, 4: {'depth': 0.82}, 3: {'gain_db': 34.86}}",0.41479273483308254
"{5: {'wet_level': 0.9}, 0: {'rate_hz': 28.47}, 4: {'depth': 0.77}, 2: {'drive_db': 44.15}, 3: {'gain_db': -33.99}, 1: {'delay_seconds': 3.43}}","{4: {'depth': 0.62}, 5: {'wet_level': 0.72}, 1: {'delay_seconds': 9.42}, 0: {'rate_hz': 51.13}, 2: {'drive_db': 1.24}}",0.4007951297195177
{2: {'drive_db': 2.02}},"{5: {'wet_level': 0.81}, 0: {'rate_hz': 0.87}, 3: {'gain_db': 0.73}, 1: {'delay_seconds': 2.0}}",0.0
{0: {'rate_hz': 18.64}},"{0: {'rate_hz': 47.55}, 1: {'delay_seconds': 7.61}, 3: {'gain_db': -17.94}}",0.21488856112749916
"{2: {'drive_db': 18.12}, 4: {'depth': 0.12}, 5: {'wet_level': 0.96}}","{1: {'delay_seconds': 3.85}, 2: {'drive_db': 44.45}}",0.05803011292346294
"{3: {'gain_db': 1.25}, 4: {'depth': 0.5}, 2: {'drive_db': 41.05}, 1: {'delay_seconds': 2.31}, 0: {'rate_hz': 95.58}, 5: {'wet_level': 0.29}}","{5: {'wet_level': 0.22}, 0: {'rate_hz': 57.73}}",0.2509008504539127
"{4: {'depth': 0.49}, 0: {'rate_hz': 19.43}, 2: {'drive_db': 17.0}, 3: {'gain_db': 44.72}, 5: {'wet_level': 0.3}, 1: {'delay_seconds': 6.67}}","{5: {'wet_level': 0.56}, 1: {'delay_seconds': 5.33}, 2: {'drive_db': 3.38}, 0: {'rate_hz': 96.79}}",0.34246428959237185
{3: {'gain_db': 30.65}},"{1: {'delay_seconds': 9.3}, 2: {'drive_db': 11.39}, 5: {'wet_level': 0.48}, 4: {'depth': 0.03}, 0: {'rate_hz': 64.49}, 3: {'gain_db': -37.73}}",0.025356478611283335
"{5: {'wet_level': 0.43}, 1: {'delay_seconds': 1.14}}","{5: {'wet_level': 0.05}, 0: {'rate_hz': 84.71}, 3: {'gain_db': 35.29}}",0.11111111111111112
"{0: {'rate_hz': 82.58}, 3: {'gain_db': 47.09}, 1: {'delay_seconds': 5.39}, 5: {'wet_level': 0.07}}","{2: {'drive_db': 9.25}, 4: {'depth': 0.29}, 1: {'delay_seconds': 7.61}, 5: {'wet_level': 0.71}, 0: {'rate_hz': 72.84}, 3: {'gain_db': 5.83}}",0.3928402261142041
"{4: {'depth': 0.93}, 0: {'rate_hz': 60.61}, 3: {'gain_db': -14.65}}","{2: {'drive_db': 24.15}, 0: {'rate_hz': 34.06}, 5: {'wet_level': 0.47}, 3: {'gain_db': -28.0}, 4: {'depth': 0.2}, 1: {'delay_seconds': 1.93}}",0.2617517861239227
"{0: {'rate_hz': 99.19}, 2: {'drive_db': 29.29}}","{4: {'depth': 0.22}, 5: {'wet_level': 0.2}, 0: {'rate_hz': 22.88}, 3: {'gain_db': -16.84}, 2: {'drive_db': 32.35}}",0.22523917958750272
"{0: {'rate_hz': 31.6}, 5: {'wet_level': 0.39}, 4: {'depth': 0.93}}","{0: {'rate_hz': 77.13}, 5: {'wet_level': 0.12}, 3: {'gain_db': -11.54}, 2: {'drive_db': 38.59}, 1: {'delay_seconds': 3.81}, 4: {'depth': 0.43}}",0.22568322762072937
{5: {'wet_level': 0.11}},{2: {'drive_db': 16.87}},0.0
"{1: {'delay_seconds': 0.05}, 4: {'depth': 0.76}, 2: {'drive_db': 37.7}}","{3: {'gain_db': 44.89}, 0: {'rate_hz': 88.54}, 2: {'drive_db': 9.05}, 1: {'delay_seconds': 2.04}, 5: {'wet_level': 0.89}, 4: {'depth': 0.19}}",0.21500884173297963
"{0: {'rate_hz': 36.92}, 1: {'delay_seconds': 1.79}, 2: {'drive_db': 4.95}, 5: {'wet_level': 0.7}}","{5: {'wet_level': 0.14}, 2: {'drive_db': 38.25}}",0.11520532741398448
"{2: {'drive_db': 25.3}, 3: {'gain_db': 1.79}, 1: {'delay_seconds': 1.99}, 0: {'rate_hz': 51.06}, 5: {'wet_level': 0.35}}","{4: {'depth': 0.7}, 0: {'rate_hz': 60.76}, 1: {'delay_seconds': 5.57}}",0.27261721907545067
"{0: {'rate_hz': 77.11}, 5: {'wet_level': 0.28}, 1: {'delay_seconds': 5.08}, 3: {'gain_db': -12.64}, 2: {'drive_db': 14.53}, 4: {'depth': 0.92}}","{1: {'delay_seconds': 3.42}, 3: {'gain_db': -27.29}, 0: {'rate_hz': 41.86}, 4: {'depth': 0.4}, 5: {'wet_level': 0.81}}",0.4468140957805748
"{1: {'delay_seconds': 1.08}, 2: {'drive_db': 20.72}}","{3: {'gain_db': -33.21}, 1: {'delay_seconds': 5.99}, 2: {'drive_db': 1.83}, 4: {'depth': 0.37}}",0.2011003240706707
"{5: {'wet_level': 0.12}, 3: {'gain_db': -46.04}, 0: {'rate_hz': 67.41}}","{4: {'depth': 0.72}, 1: {'delay_seconds': 3.71}}",0.0
"{5: {'wet_level': 0.65}, 1: {'delay_seconds': 5.52}, 3: {'gain_db': 7.01}, 4: {'depth': 0.38}}","{5: {'wet_level': 0.2}, 1: {'delay_seconds': 4.85}}",0.2965788740245262
"{4: {'depth': 0.33}, 1: {'delay_seconds': 7.27}, 0: {'rate_hz': 26.01}, 3: {'gain_db': 43.62}, 2: {'drive_db': 46.46}}","{2: {'drive_db': 49.95}, 4: {'depth': 0.53}}",0.32527483118201506
"{5: {'wet_level': 0.61}, 4: {'depth': 0.99}, 1: {'delay_seconds': 3.81}, 2: {'drive_db': 6.29}, 0: {'rate_hz': 21.61}}","{1: {'delay_seconds': 7.01}, 3: {'gain_db': 21.99}}",0.09660743134087238
"{3: {'gain_db': 17.72}, 0: {'rate_hz': 8.55}, 2: {'drive_db': 24.03}}","{3: {'gain_db': 27.59}, 1: {'delay_seconds': 4.38}, 2: {'drive_db': 23.28}, 4: {'depth': 0.05}, 5: {'wet_level': 0.71}, 0: {'rate_hz': 78.48}}",0.3434488627104097
"{4: {'depth': 0.66}, 3: {'gain_db': -24.63}, 1: {'delay_seconds': 2.69}, 5: {'wet_level': 1.0}, 0: {'rate_hz': 9.71}}","{5: {'wet_level': 0.82}, 3: {'gain_db': 36.1}, 0: {'rate_hz': 78.25}}",0.2494285282937598
{4: {'depth': 0.84}},"{4: {'depth': 0.12}, 1: {'delay_seconds': 6.8}, 5: {'wet_level': 0.84}, 0: {'rate_hz': 49.14}, 2: {'drive_db': 19.48}, 3: {'gain_db': -3.54}}",0.023809523809523815
"{0: {'rate_hz': 1.61}, 4: {'depth': 0.12}, 3: {'gain_db': -35.29}, 2: {'drive_db': 42.76}, 1: {'delay_seconds': 0.32}, 5: {'wet_level': 0.84}}",{5: {'wet_level': 0.84}},0.16666666666666666
"{3: {'gain_db': 16.46}, 4: {'depth': 0.38}}","{1: {'delay_seconds': 6.55}, 0: {'rate_hz': 30.16}, 4: {'depth': 0.36}, 5: {'wet_level': 0.07}, 2: {'drive_db': 15.53}}",0.19354838709677422
"{4: {'depth': 0.71}, 2: {'drive_db': 8.22}, 0: {'rate_hz': 72.63}, 1: {'delay_seconds': 6.35}}","{4: {'depth': 0.12}, 0: {'rate_hz': 61.86}, 5: {'wet_level': 0.3}, 2: {'drive_db': 49.81}}",0.2563189706628823
